Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
12/28/2025,Lyft *Ride Sun 1Pm,Debit Card DEBIT TRAN LYFT *RIDE SUN 1PM LAKEVIEW OH,18.29,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LYFT *RIDE SUN 1PM LAKEVIEW OH,FALSE
12/28/2025,Lakeview Transit Auth,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,2.75,Debit,Auto & Transport,Public Transit,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,FALSE
12/28/2025,Lakeview Transit Auth,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,2.75,Debit,Auto & Transport,Public Transit,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW TRANSIT AUTH LAKEVIEW OH,FALSE
12/28/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,6.96,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/27/2025,Vantel Fiber,Withdrawal VANTEL FIBER / TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,45.00,Debit,Bills & Utilities,Internet,FREE CHECKING,,TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,FALSE
12/27/2025,Chipotle,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,10.59,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,FALSE
12/26/2025,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,23.50,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
12/26/2025,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,31.82,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
12/26/2025,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
12/26/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/26/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.34,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/26/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/26/2025,Elm & 9Th Convenience,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,7.16,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,FALSE
12/25/2025,Northline Gas,Withdrawal NORTHLINE GAS / TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,27.44,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,FALSE
12/25/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,6.96,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/24/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/20/2025,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,8.00,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
12/20/2025,Lakeview Power & Light,Withdrawal LAKEVIEW PWR & LIGHT / TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,60.85,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,FALSE
12/20/2025,Chipotle,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,14.37,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CHIPOTLE 2291 LAKEVIEW OH,FALSE
12/19/2025,Wendy's,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,8.43,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,FALSE
12/19/2025,Elm & 9Th Convenience,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,3.01,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,FALSE
12/19/2025,Cafe Lumen,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,6.04,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN CAFE LUMEN LAKEVIEW OH,FALSE
12/18/2025,Starbucks,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,6.45,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,FALSE
12/18/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,5.95,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/18/2025,Lakeview Parking,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,9.21,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,FALSE
12/18/2025,Golden Wok,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,15.44,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,FALSE
12/17/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,6.79,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/16/2025,Granite State Servicing,Withdrawal GRANITE STATE SERVICING / TYPE: STUDENT LN ID: XXXXXX2007 CO: GRANITE STATE SVC %% ACH ECC PPD,78.20,Debit,Education,Student Loan,FREE CHECKING,,TYPE: STUDENT LN ID: XXXXXX2007 CO: GRANITE STATE SVC %% ACH ECC PPD,FALSE
12/16/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/16/2025,Chase Credit Card,Withdrawal CHASE CREDIT CRD / TYPE: AUTOPAY ID: XXXXXX4417 CO: CHASE CREDIT CRD %% ACH ECC WEB,267.47,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: AUTOPAY ID: XXXXXX4417 CO: CHASE CREDIT CRD %% ACH ECC WEB,FALSE
12/15/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/15/2025,Blue Line Snacks,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,5.30,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,FALSE
12/14/2025,Starbucks,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,5.15,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,FALSE
12/14/2025,Starbucks,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,5.64,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,FALSE
12/13/2025,Sunrise Bodega,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,8.73,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,FALSE
12/13/2025,Starbucks,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,4.69,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,FALSE
12/13/2025,Aldi,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,25.10,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN ALDI 71034 LAKEVIEW OH,FALSE
12/12/2025,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
12/11/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,6.69,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/10/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,2.84,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/09/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,4.01,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/09/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/08/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,6.25,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/08/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,7.27,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/07/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.39,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/07/2025,Panera Bread,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,9.16,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,FALSE
12/07/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/07/2025,Elm & 9Th Convenience,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,7.91,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,FALSE
12/07/2025,Chase Credit Card,Withdrawal CHASE CREDIT CRD / TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,613.77,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: AUTOPAY ID: XXXXXX8802 CO: CHASE CREDIT CRD %% ACH ECC WEB,FALSE
12/06/2025,Vanguard Buy,Withdrawal VANGUARD BUY / TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,1000.00,Debit,Investments,Investment,SHARE SAVINGS,,TYPE: INVESTMENT CO: VMC %% ACH ECC WEB,FALSE
12/06/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,2.19,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/06/2025,Bandcamp,Debit Card DEBIT TRAN BANDCAMP LAKEVIEW OH,6.12,Debit,Entertainment,Movies & Music,FREE CHECKING,,Debit Card DEBIT TRAN BANDCAMP LAKEVIEW OH,FALSE
12/05/2025,Zelle to Linda Morgan,Withdrawal ZELLE TO LINDA MORGAN / TYPE: P2P CO: ZELLE %% ACH ECC WEB,240.00,Debit,Transfer,Zelle,FREE CHECKING,,TYPE: P2P CO: ZELLE %% ACH ECC WEB,FALSE
12/05/2025,LaundryCard Reload,Withdrawal LAUNDRYCARD RELOAD / TYPE: PURCHASE CO: LAUNDRYCARD,16.00,Debit,Home,Laundry,FREE CHECKING,,TYPE: PURCHASE CO: LAUNDRYCARD,FALSE
12/05/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/05/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/05/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,3.48,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/05/2025,Blue Line Snacks,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,2.98,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN BLUE LINE SNACKS LAKEVIEW OH,FALSE
12/04/2025,Wendy's,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,6.62,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN WENDY'S #4471 LAKEVIEW OH,FALSE
12/04/2025,Sunrise Bodega,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,8.31,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN SUNRISE BODEGA LAKEVIEW OH,FALSE
12/04/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,6.37,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/04/2025,Elm & 9Th Convenience,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,6.40,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,FALSE
12/03/2025,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,29.61,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
12/03/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.87,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/03/2025,Elm & 9Th Convenience,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,5.60,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN ELM & 9TH CONVENIENCE LAKEVIEW OH,FALSE
12/02/2025,Riverside Cinema,Debit Card DEBIT TRAN RIVERSIDE CINEMA LAKEVIEW OH,18.32,Debit,Entertainment,Movies & Music,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE CINEMA LAKEVIEW OH,FALSE
12/02/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
12/01/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.18,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
12/01/2025,Havenbrook Residential,Withdrawal HAVENBROOK RESIDENTIAL / TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,1285.00,Debit,Home,Rent,FREE CHECKING,,TYPE: RENT ID: XXXXXX2210 CO: HAVENBROOK RES %% ACH ECC PPD,FALSE
11/30/2025,Walgreens,Debit Card DEBIT TRAN WALGREENS #3310 LAKEVIEW OH,9.53,Debit,Health & Fitness,Pharmacy,FREE CHECKING,,Debit Card DEBIT TRAN WALGREENS #3310 LAKEVIEW OH,FALSE
11/30/2025,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,6.00,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
11/30/2025,Transfer from Account 0072,Transfer from Share 0072,750.00,Credit,Transfer,Transfer,SHARE SAVINGS,,Transfer from Share 0072,FALSE
11/30/2025,Transfer To Share,Transfer To Share 0001,750.00,Debit,Transfer,Transfer,FREE CHECKING,,Transfer To Share 0001,FALSE
11/30/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,5.06,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
11/29/2025,Trader Joe's,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,34.37,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN TRADER JOE'S #712 LAKEVIEW OH,FALSE
11/29/2025,Lakeview Farmers Market,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,16.28,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW FARMERS MARKET LAKEVIEW OH,FALSE
11/29/2025,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,29.31,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
11/29/2025,Campus Corner Deli,Debit Card DEBIT TRAN CAMPUS CORNER DELI LAKEVIEW OH,4.70,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN CAMPUS CORNER DELI LAKEVIEW OH,FALSE
11/29/2025,Amc Theatres,Debit Card DEBIT TRAN AMC THEATRES #2255 LAKEVIEW OH,15.11,Debit,Entertainment,Movies & Music,FREE CHECKING,,Debit Card DEBIT TRAN AMC THEATRES #2255 LAKEVIEW OH,FALSE
11/28/2025,Lakeview County Payroll,Deposit LAKEVIEW COUNTY PAYROLL / TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,1970.68,Credit,Income,Paycheck,FREE CHECKING,,TYPE: DIRECT DEP ID: XXXXXX4410 CO: LAKEVIEW COUNTY %% ACH ECC PPD,FALSE
11/27/2025,Vantel Fiber,Withdrawal VANTEL FIBER / TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,45.00,Debit,Bills & Utilities,Internet,FREE CHECKING,,TYPE: INTERNET CO: VANTEL FIBER %% ACH ECC WEB,FALSE
11/27/2025,Panera Bread,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,9.78,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN PANERA BREAD #601442 LAKEVIEW OH,FALSE
11/27/2025,Golden Wok,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,13.99,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN GOLDEN WOK LAKEVIEW OH,FALSE
11/27/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,1.87,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
11/25/2025,Northline Gas,Withdrawal NORTHLINE GAS / TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,25.12,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: GAS BILL CO: NORTHLINE GAS %% ACH ECC CCD,FALSE
11/24/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,6.95,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
11/24/2025,Discover Card Payment,Withdrawal DISCOVER / TYPE: E-PAYMENT CO: DISCOVER %% ACH ECC WEB,96.40,Debit,Transfer,Credit Card Payment,FREE CHECKING,,TYPE: E-PAYMENT CO: DISCOVER %% ACH ECC WEB,FALSE
11/23/2025,Lakeview Gas & Go,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,3.01,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW GAS & GO LAKEVIEW OH,FALSE
11/22/2025,Riverside Quick Stop,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,3.42,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN RIVERSIDE QUICK STOP LAKEVIEW OH,FALSE
11/21/2025,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,41.83,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
11/20/2025,Lakeview Power & Light,Withdrawal LAKEVIEW PWR & LIGHT / TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,69.29,Debit,Bills & Utilities,Utilities,FREE CHECKING,,TYPE: ELECTRIC ID: XXXXXX7002 CO: LAKEVIEW PWR LT %% ACH ECC CCD,FALSE
11/19/2025,Transfer to Venmo,Withdrawal VENMO / TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,23.50,Debit,Transfer,Venmo,FREE CHECKING,,TYPE: PAYMENT CO: VENMO %% ACH ECC WEB,FALSE
11/19/2025,Lakeview Parking,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,8.21,Debit,Auto & Transport,Rideshare,FREE CHECKING,,Debit Card DEBIT TRAN LAKEVIEW PARKING LAKEVIEW OH,FALSE
11/19/2025,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,27.86,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
11/18/2025,Starbucks,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,6.54,Debit,Food & Dining,Restaurants,FREE CHECKING,,Debit Card DEBIT TRAN STARBUCKS #22910 LAKEVIEW OH,FALSE
11/17/2025,Fourth Street Market,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,5.35,Debit,Food & Dining,Convenience,FREE CHECKING,,Debit Card DEBIT TRAN FOURTH STREET MARKET LAKEVIEW OH,FALSE
11/16/2025,Kroger,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,47.54,Debit,Food & Dining,Groceries,FREE CHECKING,,Debit Card DEBIT TRAN KROGER #445 LAKEVIEW OH,FALSE
